step,type,amount,nameOrig,oldBalanceOrig,nameDest,oldBalanceDest
528,PAYMENT,8732.45,C1810648900,18858.0,M546739789,0.0
637,CASH_IN,47827.9,C1610161443,4057198.08,C875160761,1693391.96
375,CASH_IN,169133.9,C1864385849,36533.0,C1711923430,35234.84
691,CASH_OUT,199756.73,C1166422818,158869.0,C1187436133,61779.33
401,CASH_OUT,461842.37,C601305850,0.0,C853868967,1385242.91
571,PAYMENT,3722.02,C1454813506,22217.0,M1309133060,0.0
567,PAYMENT,5576.23,C1468758995,124691.0,M94261488,0.0
400,PAYMENT,20345.21,C732252719,0.0,M355490622,0.0
405,PAYMENT,8065.85,C507413068,20826.0,M1427938512,0.0
686,CASH_IN,187713.86,C112644885,5154266.35,C1022023283,4340241.8
520,PAYMENT,29587.84,C7087683,10905.0,M173121278,0.0
378,TRANSFER,674819.34,C2131926406,220352.94,C1727383264,2207810.06
592,CASH_IN,57946.32,C1595581115,51518.0,C98105980,0.0
492,CASH_IN,324612.76,C2140055831,50294.0,C4844214,0.0
394,PAYMENT,2390.57,C1278326718,0.0,M600640876,0.0
716,PAYMENT,1910.7,C882089565,82294.0,M1448743947,0.0
406,CASH_OUT,463223.03,C584569553,0.0,C453671217,1322799.18
371,CASH_OUT,295593.31,C102624538,39767.0,C547487208,0.0
404,CASH_OUT,144733.5,C1096624321,37057.0,C1025002544,333848.96
399,TRANSFER,2298121.39,C333720354,52102.0,C131655547,2671445.22
359,CASH_IN,116407.68,C548723235,1891710.38,C1218075799,529699.63
544,PAYMENT,5860.47,C738416662,116376.13,M1447014464,0.0
399,PAYMENT,24647.2,C534246258,198345.07,M857357695,0.0
400,CASH_OUT,212935.74,C1084125055,0.0,C1066682571,5036935.12
404,CASH_OUT,287105.36,C654578271,0.0,C431567194,5850957.64
370,TRANSFER,92638.34,C151987227,0.0,C1568338565,641754.75
371,CASH_OUT,410525.18,C1546421273,9028.0,C341275676,0.0
369,PAYMENT,2500.22,C862428102,16858.0,M963957672,0.0
594,CASH_OUT,165419.62,C1974361598,0.0,C1739872512,443683.72
404,TRANSFER,1232518.87,C1334757446,0.0,C1722656149,10007523.58
378,CASH_OUT,263567.45,C1339114845,1176.0,C461589304,0.0
476,CASH_OUT,14291.11,C464583916,107683.0,C1704449130,2420753.53
374,PAYMENT,25398.29,C564085399,72307.72,M46069428,0.0
377,CASH_IN,201060.89,C1326695544,19661132.92,C1365719582,226388.41
448,CASH_OUT,197760.38,C1615113331,0.0,C113975089,3034570.83
371,PAYMENT,4114.54,C1047328268,0.0,M900129742,0.0
374,PAYMENT,35299.64,C1306346781,0.0,M186536700,0.0
371,CASH_OUT,293772.13,C1290566025,149761.0,C918205909,6245395.75
360,CASH_IN,293924.26,C773679473,8167436.19,C1093745047,1259622.16
394,CASH_IN,52606.59,C2097374371,9168655.74,C1221216034,187819.18
525,CASH_IN,166110.93,C204778273,10627.0,C1847975955,2544368.29
500,PAYMENT,4261.09,C1988187934,0.0,M1541231302,0.0
376,PAYMENT,36554.2,C1440811022,0.0,M291068225,0.0
401,CASH_IN,239555.85,C254296945,1734336.1,C1039164114,324577.53
380,PAYMENT,4957.82,C581076058,1239.0,M494036704,0.0
373,CASH_OUT,405015.47,C1170168422,99326.0,C1811933452,0.0
396,PAYMENT,7640.93,C1900821249,0.0,M293263831,0.0
688,CASH_OUT,58180.22,C59614340,49675.0,C1902297168,946322.46
681,CASH_OUT,55859.41,C277192111,0.0,C638154215,479511.75
408,CASH_IN,22648.91,C2134592835,1425870.26,C1524497501,6371909.45
402,CASH_OUT,191499.59,C2012994623,253071.0,C683401604,646986.41
380,PAYMENT,14650.81,C1047549911,23311.0,M2063452091,0.0
403,CASH_OUT,159029.01,C648709452,447.0,C1617611830,173307.77
396,CASH_IN,75924.9,C1704294527,6680558.09,C904628130,307984.59
372,TRANSFER,5464727.14,C1861461304,5464727.14,C618348006,0.0
380,PAYMENT,748.29,C2078791089,0.0,M1060051169,0.0
375,CASH_OUT,204122.66,C1128259302,0.0,C558002529,3842678.99
374,CASH_OUT,176401.84,C760307395,0.0,C1483718202,706169.3
548,CASH_OUT,94401.16,C660084714,0.0,C319885677,589695.97
380,CASH_OUT,65491.4,C1341194705,1298.0,C160250834,658062.64
550,CASH_OUT,168752.53,C274039065,8855.48,C1915924384,4451827.42
573,CASH_OUT,376628.6,C1207921092,0.0,C938052324,415805.08
396,CASH_IN,119412.01,C1823863413,30096266.03,C1748022153,409014.39
548,CASH_IN,217144.92,C1902359452,2124605.6,C1828099370,1097214.86
376,CASH_OUT,213055.88,C1019535252,20164.0,C1963017324,0.0
397,PAYMENT,47862.83,C692658317,82408.0,M1719338146,0.0
402,CASH_OUT,182969.23,C1647202075,0.0,C2076440111,192650.26
522,PAYMENT,105.45,C1553810487,0.0,M1794948915,0.0
564,CASH_OUT,105668.32,C1199803549,0.0,C737424461,1131249.32
540,PAYMENT,3202.03,C457132528,51156.0,M2029183946,0.0
378,CASH_OUT,452764.84,C1252091862,0.0,C1040153466,2050364.23
377,PAYMENT,3640.11,C906740048,52815.0,M258037278,0.0
403,CASH_OUT,2423.88,C1376743953,5675.0,C1774566087,64127.34
393,CASH_OUT,231763.85,C1921502122,88983.0,C54429341,0.0
380,PAYMENT,4463.72,C918612677,38538.0,M1130241587,0.0
400,CASH_OUT,226098.69,C198195278,168379.0,C431025404,279108.76
573,PAYMENT,7418.33,C553221151,780722.0,M1549951090,0.0
372,CASH_OUT,192449.63,C1318928934,0.0,C1588232517,10134139.99
448,CASH_OUT,69685.85,C1338866655,93404.69,C386670313,1040441.89
380,CASH_OUT,215951.99,C1461900841,1025.0,C1758481411,166708.12
372,PAYMENT,18071.86,C1928693285,0.0,M1726799003,0.0
405,CASH_OUT,212273.09,C1130574273,9579.0,C1632634579,13236.27
373,TRANSFER,266186.4,C2037462525,0.0,C1899517117,2238875.74
659,CASH_OUT,4693.83,C1995756406,301866.0,C547389543,297166.88
380,PAYMENT,2328.26,C923332876,987.0,M1084399530,0.0
406,PAYMENT,6421.16,C969975788,94558.91,M1794709268,0.0
383,CASH_IN,220245.64,C1514233756,8542.0,C711788985,0.0
377,CASH_OUT,152937.23,C264151116,0.0,C867904898,1212625.92
522,PAYMENT,11438.26,C703171700,127049.0,M423222918,0.0
379,TRANSFER,311255.45,C1648771398,30489.0,C2090658617,3411587.43
406,CASH_OUT,69351.65,C516103778,57670.0,C1579585449,196679.19
569,CASH_IN,299142.73,C1765713879,59964.0,C1596697846,1935341.86
376,CASH_OUT,123283.2,C161786417,0.0,C1515214203,664367.13
564,PAYMENT,4075.68,C1297486001,0.0,M531222871,0.0
402,TRANSFER,1134777.82,C912629600,200057.0,C709022751,788140.82
379,CASH_OUT,318959.55,C150326913,0.0,C1302277882,570405.33
686,CASH_OUT,237612.28,C1171637553,239364.07,C733673563,952423.04
376,CASH_IN,71076.94,C515260055,21241.0,C410315252,244677.32
404,PAYMENT,9357.23,C583191867,0.0,M2066340864,0.0
687,CASH_OUT,156740.91,C1845873198,0.0,C1526296740,2314074.76
401,PAYMENT,21895.84,C597892447,0.0,M872757957,0.0
535,TRANSFER,606501.57,C602476051,606501.57,C2044007748,0.0
574,PAYMENT,10100.29,C1199199740,0.0,M1429239657,0.0
373,PAYMENT,12720.14,C1947396387,25424.0,M1984285681,0.0
394,CASH_OUT,37289.96,C285793019,0.0,C1260075311,881682.76
404,CASH_IN,185265.75,C216652331,2895007.15,C1038570948,1209511.98
656,CASH_OUT,263247.56,C747420495,0.0,C51796831,2880758.95
490,CASH_IN,157568.01,C77292624,1501217.82,C982936930,895631.89
381,CASH_OUT,40679.12,C126573195,107189.0,C453749910,3054703.05
380,CASH_OUT,57214.87,C1945468652,83468.0,C1045941106,1181184.58
403,CASH_IN,117606.21,C1514887009,351031.04,C1612111423,136361.7
400,PAYMENT,2598.01,C1093067011,0.0,M1350502579,0.0
395,CASH_IN,32528.81,C591269757,483315.4,C1746713614,72851.19
371,CASH_OUT,49603.4,C1315178344,30824.0,C948802587,242909.01
466,CASH_IN,68142.78,C1266070426,1253352.29,C1774203214,180474.9
398,CASH_OUT,194167.54,C238964967,0.0,C456174454,9346473.04
375,CASH_OUT,164553.13,C644231681,15145.0,C1246550778,1041991.94
395,CASH_OUT,153938.49,C1927497467,268810.0,C724453478,88805.31
595,PAYMENT,3059.51,C1416795523,0.0,M1500198060,0.0
500,CASH_OUT,119918.0,C850604400,20634.0,C1464751665,332264.71
397,CASH_OUT,302397.79,C400822370,83635.0,C2095167473,1047270.81
400,CASH_OUT,414698.19,C1955007393,122532.0,C1221803295,0.0
395,CASH_IN,126221.9,C1899031720,15981850.73,C94789786,2652942.24
406,PAYMENT,8992.54,C523685624,274.0,M618442510,0.0
684,TRANSFER,513032.32,C1273676831,0.0,C1363274196,663190.45
546,PAYMENT,11067.22,C1792818352,0.0,M1641435635,0.0
378,CASH_OUT,39237.51,C1896047092,0.0,C1550001744,752855.58
695,PAYMENT,8682.4,C659979885,26888.0,M1211523904,0.0
393,CASH_OUT,4577.72,C1381183750,413887.99,C1551687794,394981.12
402,CASH_OUT,127886.45,C1321105860,0.0,C169592750,129798.76
369,PAYMENT,32865.67,C984826711,0.0,M1126392306,0.0
370,PAYMENT,2788.66,C1255901117,39921.0,M1124377315,0.0
394,PAYMENT,47840.42,C1915565690,119851.36,M487221421,0.0
398,CASH_OUT,156291.32,C2122478584,0.0,C1514578463,1284892.7
451,CASH_OUT,92063.88,C1182810094,1700.0,C316708877,89974.66
382,PAYMENT,20256.65,C740016813,0.0,M2027432911,0.0
574,CASH_IN,107567.28,C545365411,527018.0,C491794315,0.0
492,CASH_OUT,292106.47,C1154140278,0.0,C640393193,9892017.94
373,CASH_OUT,28144.77,C733172675,0.0,C1556107046,494025.64
500,CASH_IN,33198.62,C2097384488,11267.0,C703460478,90522.55
544,CASH_OUT,162513.69,C2028484071,0.0,C1951103050,5314103.47
373,TRANSFER,2982850.21,C1342852138,0.0,C232282207,14865925.62
686,CASH_OUT,231256.34,C940071948,24246.0,C1972111807,36225.16
590,PAYMENT,621.15,C1231956048,0.0,M786785985,0.0
404,PAYMENT,36770.17,C1779165723,0.0,M560752563,0.0
373,TRANSFER,152314.49,C1353978265,152314.49,C1142361265,0.0
404,CASH_IN,26548.53,C837045531,76575.0,C1029471135,10073406.26
396,CASH_IN,77683.01,C2140488206,20874051.74,C154608804,1133225.71
373,CASH_IN,207141.82,C1340495234,6730398.34,C354289989,3317305.62
538,CASH_IN,32065.28,C595314959,49810.0,C1443101845,0.0
395,CASH_OUT,223611.28,C1344590026,110.0,C1753584795,224912.34
396,CASH_OUT,108813.22,C1161611931,0.0,C1036260555,164519.65
395,PAYMENT,22953.02,C2116635506,103439.0,M894069253,0.0
448,PAYMENT,5500.76,C564976325,55512.0,M1935645287,0.0
397,CASH_IN,36047.76,C940507156,1083240.74,C1574032195,367473.57
376,CASH_IN,218801.22,C580841735,6893468.2,C1856661387,1091827.07
687,CASH_OUT,24653.17,C1992920316,50498.0,C1659578603,165462.58
408,PAYMENT,1360.41,C473612137,2330.0,M383555863,0.0
548,CASH_IN,183508.51,C635251750,2168427.85,C973644279,2920229.55
398,CASH_IN,443937.7,C134247751,6370060.87,C1294292875,520769.3
402,TRANSFER,1205410.4,C2057867858,11472.0,C56453394,0.0
380,CASH_IN,244309.07,C2060159585,55044.0,C1776557138,4171576.38
406,PAYMENT,36104.95,C1802941932,0.0,M1745098651,0.0
376,CASH_IN,3153.85,C1296468588,100746.0,C1883662555,256300.08
381,CASH_IN,62297.34,C194559137,7923622.77,C1494934771,962595.69
375,PAYMENT,8736.13,C1606615514,66428.0,M473850282,0.0
374,CASH_IN,156886.22,C1299196396,22769304.32,C249138829,983289.9
710,PAYMENT,26276.64,C182380487,256466.0,M588230112,0.0
374,PAYMENT,18691.54,C1914983839,0.0,M1594813596,0.0
398,PAYMENT,8293.76,C1932182031,0.0,M1019924328,0.0
375,CASH_OUT,61499.98,C800448254,30162.0,C805341800,112509.39
383,TRANSFER,150406.91,C1145944802,150406.91,C1787507193,0.0
396,TRANSFER,679175.48,C2088944540,0.0,C213105039,6110916.44
431,PAYMENT,7115.66,C341103517,151491.0,M1177813317,0.0
640,PAYMENT,12263.21,C162220234,54804.42,M1955931497,0.0
356,CASH_OUT,189941.65,C1955820198,0.0,C995564613,727845.92
599,PAYMENT,7043.99,C166225858,171961.0,M390396804,0.0
400,CASH_IN,202755.92,C48223175,448.0,C1043454456,0.0
356,CASH_OUT,462743.25,C189841031,0.0,C521929042,2681349.13
380,TRANSFER,5276.36,C312437489,3274.0,C227329925,0.0
379,CASH_OUT,301487.41,C716511242,0.0,C1260475438,543226.33
373,PAYMENT,18080.47,C352384035,5024.0,M583016406,0.0
395,CASH_OUT,73356.88,C1932288585,0.0,C549132990,462186.49
356,PAYMENT,5758.93,C1937606855,35552.54,M489409432,0.0
522,TRANSFER,453818.49,C46305640,0.0,C1202147445,543052.98
374,CASH_OUT,158333.76,C79861529,0.0,C71077705,426208.58
379,TRANSFER,52968.2,C1221769069,83226.51,C1910918653,297473.86
398,CASH_IN,81872.8,C1301082048,15698934.64,C517760747,2444994.71
545,CASH_OUT,33348.44,C164002912,105300.0,C1418162474,0.0
380,PAYMENT,13847.52,C179159410,0.0,M569520008,0.0
380,PAYMENT,33.39,C534854908,0.0,M613327693,0.0
369,CASH_OUT,85652.82,C1561013240,0.0,C1892240195,302908.62
546,PAYMENT,227.71,C1278791843,6454.27,M1850496486,0.0
492,CASH_OUT,47644.04,C1495132429,0.0,C40174232,131923.34
372,PAYMENT,2122.29,C1478891250,0.0,M941386769,0.0
401,CASH_OUT,131239.26,C106501665,107.0,C393815579,143153.07
403,PAYMENT,9402.69,C1954993426,0.0,M132681071,0.0
357,CASH_OUT,72.88,C1647850015,0.0,C917328388,790864.45
522,CASH_OUT,183468.08,C1284808593,8030.0,C489250676,2874627.31
399,CASH_OUT,149812.66,C1577394184,0.0,C982570737,769938.47
451,CASH_IN,212356.25,C1451628686,5403303.19,C607962859,2690391.12
401,CASH_OUT,90748.3,C1379006944,169.0,C1863945778,96653.48
399,CASH_IN,119852.92,C1394955597,695902.76,C984194146,304781.23
403,PAYMENT,14894.43,C72437268,0.0,M382073702,0.0
544,PAYMENT,64529.25,C1607926156,0.0,M1932121501,0.0
522,CASH_OUT,218127.21,C783073554,0.0,C2091816597,6655895.49
659,PAYMENT,20068.01,C35140812,13296.0,M1724788318,0.0
378,CASH_OUT,86045.12,C133232733,16010.0,C187578751,0.0
500,PAYMENT,653.66,C127896840,22097.0,M565072286,0.0
379,TRANSFER,603481.3,C2027919614,85288.0,C1571265824,0.0
586,CASH_OUT,484318.77,C1677024490,314229.87,C2012019305,1812301.27
395,CASH_OUT,210656.41,C114347101,145.0,C296592008,0.0
709,PAYMENT,1350.63,C221546249,751.0,M840760390,0.0
426,CASH_OUT,162656.11,C1832673079,30539.0,C1230298841,0.0
383,PAYMENT,2128.06,C1845156324,287.0,M866519382,0.0
356,CASH_IN,72592.96,C333398343,203263.0,C620852325,0.0
399,CASH_OUT,118381.62,C167084602,11435.0,C1937485849,310275.16
542,CASH_IN,189968.9,C951739587,642400.69,C1412604433,222123.59
396,CASH_IN,160897.53,C960015533,4006800.26,C372202586,1189753.24
401,CASH_IN,316869.72,C991801962,147818.0,C2126085690,33252.37
374,PAYMENT,22282.01,C2118698269,0.0,M1593159772,0.0
376,PAYMENT,13312.57,C1219852877,0.0,M898974492,0.0
404,CASH_IN,409327.43,C648302718,20986.0,C1904154741,448422.19
401,PAYMENT,16801.15,C2062396346,0.0,M1009068825,0.0
372,CASH_IN,362619.9,C1255665379,15624.0,C1298995630,30836.04
356,PAYMENT,9918.46,C1447704139,1117.15,M1590716317,0.0
378,CASH_IN,195341.37,C697800160,51449.0,C1372853042,1026028.12
404,PAYMENT,7890.82,C233735481,6257.0,M2105709027,0.0
694,TRANSFER,491725.1,C414573639,16329.0,C677251705,1847262.69
395,PAYMENT,11047.79,C1304136212,0.0,M1438422571,0.0
640,PAYMENT,1581.32,C1460034569,37084.0,M263347687,0.0
402,CASH_OUT,42877.12,C529499529,34401.0,C1226305366,330116.35
359,PAYMENT,23066.84,C1750022019,9934.0,M358154356,0.0
404,CASH_OUT,195095.75,C78278524,0.0,C69228821,490711.53
551,CASH_OUT,99207.78,C859916441,0.0,C1128714879,2351695.3
382,TRANSFER,1335804.13,C1037054955,0.0,C1334227276,2844397.56
373,CASH_OUT,127740.48,C1284934261,3624.0,C138769187,298013.04
370,CASH_IN,145960.42,C639146451,7639086.64,C911864833,15952543.31
402,PAYMENT,5583.09,C33135183,0.0,M1707013841,0.0
377,CASH_IN,14524.68,C553922132,26805308.63,C1596737537,216372.55
374,CASH_IN,210259.2,C2010871209,122419.0,C680457047,508265.5
356,PAYMENT,46351.26,C1536715316,0.0,M1192968240,0.0
371,CASH_IN,166136.2,C361835414,199879.0,C506998994,11684980.99
500,PAYMENT,37628.51,C1123221150,0.0,M738440482,0.0
400,CASH_IN,341566.3,C1342453424,3266084.89,C1310611052,360248.42
369,CASH_OUT,154314.55,C1171987177,10097.0,C273936202,4823.91
404,PAYMENT,16204.67,C636501708,0.0,M1359495613,0.0
514,PAYMENT,2868.69,C1689109243,0.0,M1673294936,0.0
691,PAYMENT,4864.29,C417175925,9966.0,M1950436261,0.0
358,CASH_IN,58315.97,C653878784,6972.0,C178009332,0.0
393,CASH_OUT,10830.82,C228097484,0.0,C203414484,513370.28
398,PAYMENT,14089.37,C1641659569,18147.49,M1474458837,0.0
397,PAYMENT,2938.95,C1851727582,0.0,M1655566125,0.0
378,CASH_OUT,192067.63,C1449344625,0.0,C1327517084,436786.27
401,TRANSFER,1241282.62,C1724459137,0.0,C1317873248,9446821.61
428,PAYMENT,8819.37,C973128465,0.0,M1226356305,0.0
381,DEBIT,2967.97,C734192536,11155.0,C148759972,6519117.1
371,CASH_IN,363533.35,C518491654,591814.36,C640883968,3605667.07
398,PAYMENT,1282.99,C590267292,466475.93,M792672586,0.0
375,TRANSFER,1846393.42,C1314074341,0.0,C38141215,4432241.15
500,TRANSFER,200556.1,C1127292175,0.0,C165165292,232902.46
564,PAYMENT,16394.55,C1755717093,0.0,M619396393,0.0
400,CASH_OUT,143563.0,C653554870,0.0,C2067007115,358904.49
495,CASH_OUT,105705.14,C1923904007,0.0,C1384119790,933186.43
401,PAYMENT,38061.74,C1128257006,35709.0,M1197224012,0.0
373,CASH_OUT,106507.59,C1392719666,0.0,C979452125,344099.24
374,TRANSFER,296214.72,C1982361205,50193.0,C921374695,14110.11
358,PAYMENT,351.51,C848093426,6627.04,M464305289,0.0
378,PAYMENT,25805.66,C249304123,0.0,M1294172505,0.0
378,CASH_OUT,235014.34,C1146906400,10806.0,C1420007709,780113.76
403,PAYMENT,3519.66,C246398068,0.0,M1238064155,0.0
402,CASH_OUT,150661.01,C632464898,543.0,C1956563836,380472.19
359,PAYMENT,38894.43,C2008806579,3076.8,M826099166,0.0
401,PAYMENT,11369.22,C1510905033,0.0,M1373130035,0.0
493,PAYMENT,16071.0,C559176303,0.0,M202539449,0.0
403,PAYMENT,7533.96,C525947377,0.0,M467195007,0.0
372,CASH_IN,38183.83,C460654307,148719.0,C1927436746,269938.98
395,PAYMENT,46178.8,C908852287,1340.46,M820242753,0.0
573,PAYMENT,13057.75,C1111698267,58405.0,M2001893889,0.0
396,CASH_IN,21661.21,C925665631,508062.58,C1714665299,1526724.88
406,PAYMENT,3406.21,C694634153,0.0,M280367725,0.0
380,CASH_OUT,190423.76,C1939896914,0.0,C1383206576,296560.7
715,CASH_OUT,190207.17,C1068424087,39607.0,C1697389034,13579.19
396,CASH_IN,459048.43,C2083596661,15512062.48,C2121174135,550437.32
576,DEBIT,1778.52,C1095215203,139827.0,C407156488,160100.34
356,CASH_OUT,10559.47,C75915177,0.0,C1360024907,523729.21
