step,nameOrig,isFraud
431,C1726526105,0
687,C537044193,0
594,C1259412410,0
564,C772635681,0
687,C1305722061,0
398,C1388498821,0
371,C1066580979,0
374,C747650974,0
396,C1227181923,0
356,C2072873994,0
375,C825253819,0
356,C210586275,0
403,C1481597956,0
396,C1091560515,0
371,C2013707975,0
522,C969846753,0
401,C2059486086,0
547,C1366584913,0
688,C1304539857,0
718,C177764879,0
371,C1485299598,0
393,C2006593676,0
688,C1965948988,0
379,C1638213658,0
490,C1707801447,0
402,C2092365430,0
490,C856666038,0
356,C1495849096,0
610,C219088213,0
407,C269657659,0
379,C1526871186,0
393,C1579295638,0
684,C312530276,0
400,C1545895413,0
378,C1375269884,0
397,C808226693,0
594,C559513838,0
522,C815308752,0
393,C1446074330,0
691,C1136165755,0
377,C1931898300,0
374,C935106568,0
371,C1192902053,0
590,C185316138,0
570,C246165984,0
401,C1966631514,0
393,C231415406,0
373,C2017519643,0
371,C401888558,0
405,C1686248620,0
397,C775903601,0
687,C1234558953,0
380,C1585195989,0
690,C1880333288,0
356,C1640707816,0
403,C347825290,0
394,C1202012300,0
397,C369352346,0
374,C399375495,0
383,C566614807,0
356,C989461659,0
687,C1299961653,0
398,C531331143,0
396,C1404762656,0
395,C639096933,0
683,C217958569,0
454,C270286609,1
401,C1418885579,0
378,C1280717798,0
371,C640494137,0
374,C347285829,0
380,C1287908637,0
378,C95409703,0
379,C984511011,0
569,C1972325338,0
403,C1738877120,0
371,C431270315,0
374,C1426681920,0
687,C73234257,0
371,C2051959902,0
357,C2059324024,0
378,C688008074,0
401,C618617859,0
548,C1736606741,0
738,C2029041842,1
402,C653020732,0
374,C336911428,0
400,C201282836,0
371,C299553678,0
544,C263879875,0
403,C88183616,0
372,C80518017,0
396,C524274277,0
522,C623571954,0
374,C1076129081,0
393,C1551749696,0
370,C2121953928,0
382,C760959312,0
394,C1487095886,0
379,C960030723,0
381,C735124560,0
608,C741321242,0
688,C70920272,0
397,C203065850,0
386,C165107915,1
397,C1355898997,0
405,C151627705,0
552,C1754546329,0
687,C1058369205,0
399,C2109602078,0
404,C1292272746,0
400,C198913380,0
379,C170783904,0
405,C178247286,0
522,C939108572,0
397,C824928293,0
381,C1552370729,0
526,C2090581171,0
500,C299228950,0
379,C231371055,0
380,C772178069,0
380,C790959093,0
375,C705006598,0
704,C748275134,1
399,C986981998,1
641,C649566267,1
400,C1971841175,0
400,C1705487998,0
372,C2101568569,0
471,C2019000234,0
379,C664292975,0
594,C1646588938,0
396,C570577898,0
372,C2006566237,0
379,C585469957,0
398,C318254579,0
377,C2045655037,0
705,C2024283993,0
356,C620132912,0
625,C1189052930,1
396,C553521110,0
442,C1493567771,0
546,C580336782,0
393,C1123131963,0
394,C130201939,0
403,C1191153073,0
550,C322572887,0
385,C979173106,0
379,C1817841836,0
363,C615216082,1
393,C235533071,0
377,C1572263347,0
369,C614252613,0
380,C2088643424,0
378,C1586174027,0
395,C94081689,0
688,C1395450706,0
563,C85197985,0
373,C1664929951,0
398,C540975555,0
398,C1473933201,0
402,C579107344,0
379,C1619028101,0
403,C1339801493,0
495,C426558279,0
375,C182008620,0
400,C2054234054,0
380,C1029041614,0
374,C1552489529,0
592,C66297412,0
372,C1419933286,0
396,C612951004,0
378,C282421129,0
404,C819694624,0
378,C525779391,0
403,C774677020,0
395,C159043805,0
481,C884840595,1
374,C107015112,0
400,C501137018,0
378,C1175845001,0
449,C1353351843,0
377,C28438922,0
380,C668326169,0
374,C986619579,0
370,C1370869336,0
400,C114008904,0
379,C306110659,0
403,C1310030503,0
522,C680681826,0
383,C1847374457,0
522,C1080414286,0
448,C571397473,0
370,C512675155,0
396,C1313642449,0
396,C961849513,0
373,C1650567106,0
397,C1350350531,0
374,C607608183,0
403,C1676951803,0
403,C1875648755,0
380,C275321342,0
393,C628894580,0
383,C394930062,0
522,C1380490436,0
379,C1571909934,0
398,C2092546696,0
379,C1379268980,0
656,C1752321217,0
404,C970851692,0
373,C341283050,0
492,C1113128378,0
356,C150987703,0
684,C694162609,0
372,C683895780,0
369,C1577917688,0
550,C276496821,0
377,C754489408,0
399,C2036988920,0
538,C1999309641,0
372,C1378875493,0
691,C1644017170,0
378,C811268697,0
377,C776506671,0
548,C1867499351,0
405,C1863732281,0
715,C1642301182,0
694,C4952914,1
716,C1878448827,1
614,C230883814,0
394,C96120665,0
377,C1166812526,0
400,C1538410550,0
378,C1495128861,0
394,C500153631,0
381,C1507217719,0
403,C1124646282,0
403,C333993062,0
407,C209978207,0
380,C1101433786,0
403,C1353898941,0
394,C2113129799,0
500,C1700093687,0
399,C416510378,0
595,C983096368,0
369,C344128588,0
524,C343601327,0
371,C1104250867,0
547,C486383147,0
518,C167639046,0
378,C1544461808,0
526,C1518946228,0
455,C651782265,1
402,C1778513165,0
398,C531451950,0
376,C242969241,0
378,C1675320837,0
375,C351741599,0
379,C2052109193,0
356,C1759964197,0
714,C609167879,0
357,C1997589449,0
540,C1508926421,0
401,C1783309474,0
381,C436352463,0
396,C1872681704,0
681,C1638184335,0
405,C1263327900,0
692,C864850706,0
394,C884039825,0
405,C1872856757,0
404,C305254471,0
372,C27342285,0
426,C1917387696,0
373,C1152994170,0
379,C1132924705,0
359,C1337807472,0
614,C1345019269,0
372,C523456603,0
595,C712767942,0
398,C1270608172,0
539,C1091619735,1
401,C1446025756,0
404,C1361068685,0
642,C795611152,0
540,C1215401295,0
394,C155040024,0
372,C1886259043,0
373,C1179245957,0
373,C1333711229,0
380,C1731485648,0
402,C1832939316,0
371,C752711245,0
403,C1793021912,0
376,C570856708,0
401,C1427560547,0
612,C1579647862,0
692,C746877240,0
399,C316020718,0
399,C1014458385,0
402,C391077174,0
404,C277704014,0
383,C1800472424,0
596,C2104999625,0
394,C1374515362,0
372,C1153037673,0
684,C2111219229,0
380,C761239266,0
683,C56568719,0
371,C1978509416,0
399,C1740708137,0
402,C1899102939,1
384,C8959862,0
401,C1514672162,0
379,C21060340,0
525,C2053793232,0
405,C900496282,0
403,C627059407,0
403,C1244332355,0
546,C1065200445,0
382,C2011035368,0
405,C855602158,0
550,C1279597077,0
370,C1397715623,0
402,C410443769,0
407,C1333489194,0
369,C535326668,0
546,C1668102558,0
403,C1190733265,0
396,C690905639,0
544,C1015152639,0
402,C116731110,0
399,C1797175964,0
378,C1021165144,0
382,C693976773,0
397,C1709779975,0
371,C1203852551,0
471,C222031381,0
373,C56302439,0
396,C1565625171,0
405,C1597509220,0
402,C1401771456,0
570,C2070531145,0
471,C1973565291,0
374,C1468888778,0
404,C1888308792,0
379,C529476713,0
402,C1766302943,0
380,C1491890365,0
546,C411945366,0
416,C170742379,0
399,C1198423632,0
400,C567174862,0
376,C255193514,0
370,C395458530,1
396,C890764552,0
380,C2086545144,0
372,C1844578923,0
400,C1462146640,0
573,C1872028520,0
548,C1168526613,0
371,C2013866119,0
371,C707827124,0
399,C302337762,0
369,C1127187349,0
376,C666275040,0
431,C2016177370,1
404,C1983861349,0
694,C611266537,1
399,C1085280975,0
358,C465844477,0
399,C1773611576,0
571,C1990340265,0
522,C1286265163,0
400,C1707710414,0
399,C267835294,0
475,C1481115689,1
393,C1955922602,0
378,C1375413476,0
377,C770077638,0
403,C1206777363,0
595,C1716491609,0
372,C627153361,0
407,C1686246933,0
469,C1868133158,0
379,C110655812,0
375,C1277489305,0
369,C1837106241,0
372,C624820410,0
383,C336321365,0
644,C2008438186,0
537,C1783169722,1
394,C378325411,0
587,C604409618,0
595,C38065773,0
404,C348961684,0
360,C22393673,0
715,C471626869,0
370,C1488782003,0
402,C811922286,0
394,C1820656939,0
358,C211460523,0
401,C246250133,0
469,C1171637983,0
493,C1047841682,0
379,C2034840819,0
545,C318531650,0
375,C2143660737,0
591,C607311618,0
396,C843099239,0
394,C550803932,0
396,C357031960,0
397,C814887869,0
396,C1439917550,0
681,C1301234374,0
394,C1964793483,0
382,C1053289863,0
358,C131031670,0
406,C198020422,0
565,C596355974,0
546,C1064695602,0
402,C779284924,0
476,C1073643081,0
379,C160660742,0
637,C2032600410,0
407,C1028273016,0
357,C1703458730,0
395,C110010798,0
399,C1383648358,0
370,C1032175950,0
372,C814677974,0
400,C1559418920,0
548,C285004631,0
370,C777623760,0
402,C1471780082,0
518,C1098467772,0
652,C1580037772,1
544,C1970399554,0
408,C744512218,0
376,C348821827,0
375,C1724822130,0
691,C1193489271,0
566,C1850150139,0
474,C516464202,0
358,C1479289130,0
372,C695743341,0
384,C29891422,0
371,C386988669,0
548,C849998284,0
544,C1995618127,0
643,C964511313,1
490,C1505460334,0
393,C1271511090,0
401,C1129774700,0
565,C1190332554,0
383,C1781080379,0
449,C1786733375,0
404,C2141278075,0
594,C2075585669,0
692,C1317356695,0
691,C1167288575,0
398,C385103869,0
399,C1937191135,0
378,C259807067,0
442,C851961725,0
426,C101881124,0
522,C1740221200,0
370,C1768641292,0
596,C328796277,0
399,C1621406504,0
400,C35898313,0
378,C419686165,0
380,C1354838540,0
408,C1068781617,0
522,C1495971861,0
525,C453832740,0
681,C1413357701,0
394,C1897372941,0
406,C55561589,0
374,C428796176,0
402,C1709922053,0
374,C139076292,0
406,C633371880,0
374,C1238169834,0
356,C238527572,0
398,C822073825,0
373,C885462519,0
661,C354055753,0
371,C179191036,0
435,C1014077257,1
451,C413665151,0
373,C1546934305,0
373,C355311674,0
376,C1018093071,0
592,C1773108157,0
402,C337987468,0
458,C875260255,0
380,C818818740,0
396,C1229272625,0
687,C446449290,0
578,C2030633531,1
431,C87278994,0
687,C332322421,0
399,C2133819816,0
371,C594543350,0
474,C2066749035,0
476,C139002203,0
393,C1527577918,0
545,C1574307934,0
394,C231219840,0
382,C695598492,0
592,C2015077755,0
544,C656310465,0
469,C131699821,0
371,C809778975,0
705,C1851240661,0
380,C1137668786,0
399,C2037176809,0
398,C340289485,0
595,C605533872,0
370,C1085150436,0
369,C892582964,0
371,C418729173,0
396,C1708673519,0
372,C1451599138,0
399,C93571326,0
544,C536462631,0
372,C70449841,0
360,C1174354210,0
380,C2044105597,0
398,C559506530,0
393,C1440423220,0
490,C1251572272,0
546,C1081957730,0
379,C924075229,0
360,C1302063088,0
393,C1834491360,0
371,C1877055834,0
402,C1146674011,0
381,C1254768337,0
380,C455984075,0
619,C1994772127,0
687,C1389412386,0
404,C990876922,0
376,C1008762986,0
397,C225421677,0
396,C1645887802,0
356,C743847986,0
408,C888537212,0
616,C782995006,1
372,C943732776,0
382,C1503666779,0
661,C1921413740,0
375,C251936367,0
379,C1876039288,0
395,C711249023,0
492,C431390325,0
371,C1767991061,0
394,C1058302895,0
397,C1975354743,0
370,C461244959,0
376,C870052985,0
357,C39474998,0
380,C1192886080,0
397,C1051758578,0
404,C1275184302,0
466,C557511701,0
374,C1890315126,0
525,C47197227,0
644,C973204954,0
400,C787643705,0
692,C1351990110,0
406,C50862937,0
393,C1774316831,0
373,C915064051,0
399,C249346036,0
373,C792749847,0
377,C1312360901,0
396,C895460397,0
356,C278880951,0
403,C1401405073,0
372,C160437786,0
571,C2010312672,0
403,C110676001,0
688,C509957066,0
375,C1332920769,0
694,C1917404303,0
402,C1482442194,0
395,C643492220,0
691,C543651725,0
371,C1501544471,0
356,C1101926679,0
408,C455790353,0
492,C1812606450,0
542,C1880160359,0
400,C1608666368,0
416,C39001300,0
490,C422325723,0
396,C1134943879,0
